symbol,companyName,previousClose,trailingPE,dividendYield,marketCap
WDAY,"Workday, Inc.",237.22,125.21538,0.0,64949.219328
VAC,Marriott Vacations Worldwide Co,66.4,11.860963,475.0,2322.951424
XLF,SPDR Select Sector Fund - Finan,47.42,16.714352,132.0,42864.750592
ASB,Associated Banc-Corp,21.24,30.499998,419.00000000000006,3650.761984
GMS,GMS Inc.,70.36,19.813698,0.0,2776.299776
FBNC,First Bancorp,39.1,21.668478,221.0,1648.9952
PZZA,"Papa John's International, Inc.",43.02,17.070868,424.0,1416.180992
OSK,Oshkosh Corporation (Holding Co,95.02,9.2531395,213.0,6179.511296
OGN,Organon & Co.,14.96,4.5975976,732.0,3949.21472
ULTA,"Ulta Beauty, Inc.",314.47,14.101775,0.0,16577.242112
BNDX,Vanguard Total International Bo,48.48,0,418.0,0.0
AEO,"American Eagle Outfitters, Inc.",10.98,6.583334,451.99999999999994,2124.648192
DRH,Diamondrock Hospitality Company,7.72,43.833332,469.00000000000006,1650.777344
FNF,FNF Group of Fidelity National ,63.21,13.933333,309.0,17816.602624
JXN,Jackson Financial Inc.,79.36,7.049404,387.0,6012.208128
MANH,"Manhattan Associates, Inc.",163.5,49.285713,0.0,10543.906816
MLI,"Mueller Industries, Inc.",77.95,14.969868,126.0,9003.672576
VIRT,"Virtu Financial, Inc.",34.19,12.023568,269.0,5545.226752
SOLV,Solventum Corporation,72.3,26.869566,0.0,12828.939264
ECL,Ecolab Inc.,251.11,34.00542,104.0,71020.929024
PSN,Parsons Corporation,56.65,27.462267,0.0,6216.557056
LEN,Lennar Corporation,116.33,8.25297,169.0,31019.436032
DIA,SPDR Dow Jones Industrial Avera,408.78,22.747606,156.0,33745.047552
VLO,Valero Energy Corporation,125.8,15.068846,350.0,40676.257792
J,Jacobs Solutions Inc.,119.26,33.346996,105.0,14956.495872
HAS,"Hasbro, Inc.",59.3,21.74182,468.0,8342.559232
FCFS,"FirstCash Holdings, Inc.",113.04,20.408377,130.0,5234.316288
MLAB,"Mesa Laboratories, Inc.",122.33,0,51.0,685.612928
MTN,"Vail Resorts, Inc.",159.73,23.260933,556.0,5958.024704
FXA,Invesco CurrencyShares Australi,62.2406,0,163.0,0.0
CSWI,"CSW Industrials, Inc.",283.77,34.977165,33.0,4884.04992
SLV,iShares Silver Trust,30.74,0,0.0,10485.92896
BRC,Brady Corporation,68.85,17.597015,136.0,3379.971328
GFF,Griffon Corporation,68.3,14.191836,104.0,3305.243136
SAIA,"Saia, Inc.",352.36,26.176167,0.0,9416.938496
ADEA,Adeia Inc.,13.74,23.982456,146.0,1469.648
ES,Eversource Energy (D/B/A),60.11,27.044052,490.00000000000006,22516.93056
CVS,CVS Health Corporation,65.75,17.945354,405.0,82809.348096
AZZ,AZZ Inc.,86.18,51.18343,79.0,2584.81024
KEX,Kirby Corporation,96.17,20.169043,0.0,5634.509824
ZBRA,Zebra Technologies Corporation,271.72,27.403732,0.0,14333.25568
FELE,"Franklin Electric Co., Inc.",98.23,25.927462,106.0,4575.427584
MODG,Topgolf Callaway Brands Corp.,6.17,0,0.0,1131.55328
WMB,"Williams Companies, Inc. (The)",55.68,31.467031,349.0,69833.3184
ABCB,Ameris Bancorp,55.56,11.046243,140.0,3959.70304
HBAN,Huntington Bancshares Incorpora,14.28,12.090163,420.0,21546.061824
JNPR,"Juniper Networks, Inc.",35.56,41.581394,246.0,11914.87488
NWL,Newell Brands Inc.,6.51,0,426.99999999999994,2726.109952
GDEN,"Golden Entertainment, Inc.",25.24,15.304093,382.0,693.792896
WBA,"Walgreens Boots Alliance, Inc.",11.26,0,890.0,9710.972928
DY,"Dycom Industries, Inc.",147.47,19.642677,0.0,4508.278784
HR,Healthcare Realty Trust Incorpo,16.31,0,745.0,5897.914368
DNOW,DNOW Inc.,14.46,20.148647,0.0,1575.793152
RES,"RPC, Inc.",5.23,12.418605,300.0,1153.723008
ORLY,"O'Reilly Automotive, Inc.",1289.49,32.67873,0.0,76023.955456
INTU,Intuit Inc.,581.32,55.858208,69.0,167401.71776
CASY,"Caseys General Stores, Inc.",385.02,27.550837,51.0,14402.39616
XOM,Exxon Mobil Corporation,108.67,14.272959,354.0,485549.768704
VRE,"Veris Residential, Inc.",16.04,0,198.0,1780.61312
FLEX,Flex Ltd.,33.61,14.077552,0.0,13213.222912
FCPT,"Four Corners Property Trust, In",27.51,26.158876,507.0,2801.379072
ILMN,"Illumina, Inc.",84.05,0,0.0,13559.04
BMI,"Badger Meter, Inc.",195.11,46.721703,69.0,5826.299392
OI,"O-I Glass, Inc.",11.18,0,0.0,1797.973632
CANE,Teucrium Sugar Fund ETV,12.3489,0,0.0,0.0
PFGC,Performance Food Group Company,74.86,30.846773,0.0,11950.524416
VSTS,Vestis Corporation,10.65,135.12502,130.0,1424.163456
JNJ,Johnson & Johnson,162.99,28.070688,305.0,392347.680768
TRUP,"Trupanion, Inc.",33.58,0,0.0,1498.221952
ACIW,"ACI Worldwide, Inc.",51.06,27.706806,0.0,5574.381056
DXC,DXC Technology Company,16.85,0,0.0,3128.526592
BALL,Ball Corporation,50.97,37.87591,154.0,14675.685376
GOOG,Alphabet Inc.,164.73,20.82236,48.0,2029023.264768
CAR,"Avis Budget Group, Inc.",55.49,0,0.0,2175.089408
LKFN,Lakeland Financial Corporation,61.22,17.1708,321.0,1621.596032
RHI,Robert Half Inc.,51.96,21.754099,445.0,5424.722944
APOG,"Apogee Enterprises, Inc.",46.56,10.829978,215.0,1062.764096
PNC,"PNC Financial Services Group, I",168.84,12.590248,370.0,68460.797952
CEG,Constellation Energy Corporatio,209.87,18.22054,72.0,67718.864896
RAMP,"LiveRamp Holdings, Inc.",25.57,0,0.0,1731.479168
WD,"Walker & Dunlop, Inc",84.94,27.332289,307.0,2946.873856
AMKR,"Amkor Technology, Inc.",18.99,13.713287,169.0,4838.414848
KLG,WK Kellogg Co,20.0,24.536587,328.0,1734.283776
TMO,Thermo Fisher Scientific Inc,508.47,31.543808,33.0,196949.098496
WHR,Whirlpool Corporation,88.58,0,769.0,5038.82752
ZI,ZoomInfo Technologies Inc.,10.5,130.625,0.0,3817.175808
SHC,Sotera Health Company,11.36,72.4375,0.0,3285.452032
INN,"Summit Hotel Properties, Inc.",5.51,25.727272,565.0,621.36608
ITW,Illinois Tool Works Inc.,250.37,21.730146,236.0,74684.014592
PRA,ProAssurance Corporation,15.35,15.252428,0.0,803.673344
XLY,SPDR Select Sector Fund - Consu,192.6,24.099348,75.0,23653.76512
BF-B,Brown Forman Inc,34.75,16.645935,260.0,16390.02112
CRK,"Comstock Resources, Inc.",17.9,0,0.0,5407.284736
XHB,SPDR Series Trust SPDR Homebuil,95.53,12.434991,61.0,0.0
EEM,iShares MSCI Emerging Index Fun,43.78,14.883196,236.0,33541.992448
DBC,Invesco DB Commodity Index Trac,21.85,5.3131795,509.0,2447.458048
HOG,"Harley-Davidson, Inc.",24.2,7.1395345,293.0,3058.628608
GKOS,Glaukos Corporation,96.6,0,0.0,5780.622848
AMP,"Ameriprise Financial, Inc.",472.29,14.704297,122.0,48724.373504
JEF,Jefferies Financial Group Inc.,54.26,19.030405,284.0,11612.317696
WOR,"Worthington Enterprises, Inc.",39.9,47.999996,167.0,2041.7952
GPI,"Group 1 Automotive, Inc.",385.24,10.516076,52.0,5111.505408
FBRT,"Franklin BSP Realty Trust, Inc.",13.11,16.195122,1069.0,1091.80992
CRGY,Crescent Energy Company,10.49,0,440.00000000000006,2819.940352
AVY,Avery Dennison Corporation,175.89,20.43936,197.0,14106.48576
DINO,HF Sinclair Corporation,31.04,35.56044,618.0,6096.850944
AMT,American Tower Corporation (REI,207.77,30.481213,322.0,98600.697856
CBRL,Cracker Barrel Old Country Stor,40.87,25.162498,248.0,896.328448
LMT,Lockheed Martin Corporation,467.93,20.8764,283.0,109729.898496
CMI,Cummins Inc.,312.92,11.339443,225.99999999999997,44227.637248
EFX,"Equifax, Inc.",236.73,48.7438,66.0,29259.741184
ALV,"Autoliv, Inc.",87.68,11.212687,311.0,7005.953024
FDS,FactSet Research Systems Inc.,427.5,31.248213,95.0,16613.405696
NVT,nVent Electric plc,54.19,39.636364,141.0,9353.447424
FOXA,Fox Corporation,51.04,11.218884,103.0,22805.110784
RL,Ralph Lauren Corporation,216.68,20.082952,150.0,13607.2704
LPX,Louisiana-Pacific Corporation,89.37,15.543295,122.0,6380.311552
TDW,Tidewater Inc.,39.93,11.885294,0.0,2079.910784
GEHC,GE HealthCare Technologies Inc.,81.45,18.887096,17.0,37484.716032
SWK,"Stanley Black & Decker, Inc.",79.4,42.84127,405.0,12512.94208
AVAV,"AeroVironment, Inc.",123.99,110.64103,0.0,3652.923648
SANM,Sanmina Corporation,73.38,18.491442,0.0,4108.622336
QNST,"QuinStreet, Inc.",17.19,0,0.0,1002.882368
GRBK,"Green Brick Partners, Inc.",57.3,6.8662724,0.0,2581.7856
SO,Southern Company (The),89.63,22.651628,319.0,99128.778752
ENVA,"Enova International, Inc.",87.19,12.46568,0.0,2389.003264
DELL,Dell Technologies Inc.,92.45,14.995297,220.00000000000003,66749.44
DASH,"DoorDash, Inc.",178.29,632.75867,0.0,77087.612928
KRC,Kilroy Realty Corporation,32.02,18.745764,651.0,3957.942784
FHN,First Horizon Corporation,18.31,13.992647,315.0,9929.283584
VECO,Veeco Instruments Inc.,21.3,17.463413,0.0,1244.460928
LIN,Linde plc,453.26,33.443466,132.0,215411.408896
MPC,Marathon Petroleum Corporation,137.02,14.002975,258.0,44120.100864
ALKS,Alkermes plc,33.62,15.468181,0.0,5533.754368
KMT,Kennametal Inc.,21.0,17.508196,375.0,1652.416128
AEIS,"Advanced Energy Industries, Inc",101.61,71.268456,38.0,4023.347968
EBAY,eBay Inc.,63.96,16.526583,178.0,30420.48
EWBC,"East West Bancorp, Inc.",85.03,10.560624,273.0,12178.567168
DXPE,"DXP Enterprises, Inc.",80.37,20.272514,0.0,1342.715904
CCI,Crown Castle Inc.,93.525,0,606.0,44859.20768
RH,RH,216.63,62.516666,0.0,4186.746112
CNX,CNX Resources Corporation,29.86,0,0.0,4539.680768
PEG,Public Service Enterprise Group,79.74,23.031073,309.0,40647.675904
LGND,Ligand Pharmaceuticals Incorpor,105.62,0,0.0,2044.731008
MTSI,MACOM Technology Solutions Hold,104.21,0,0.0,8108.24192
SIGI,"Selective Insurance Group, Inc.",85.45,27.182663,173.0,5338.679296
XEL,Xcel Energy Inc.,68.095,20.276163,327.0,40075.071488
KLAC,KLA Corporation,681.5,30.033699,95.0,94748.434432
TBBK,"The Bancorp, Inc.",50.53,12.083917,0.0,2491.803648
GBX,"Greenbrier Companies, Inc. (The",54.34,9.597902,219.0,1721.620096
NVDA,NVIDIA Corporation,115.58,41.384354,3.0,2968747.769856
NSIT,"Insight Enterprises, Inc.",151.01,23.083841,0.0,4812.097024
HLNE,Hamilton Lane Incorporated,138.52,26.351202,137.0,8126.190592
CORT,Corcept Therapeutics Incorporat,54.85,45.536583,0.0,5909.222912
XOP,SPDR S&P Oil & Gas Explor & Pro,122.65,11.691567,247.00000000000003,8948.564992
LVS,Las Vegas Sands Corp.,42.78,22.035713,231.99999999999997,30921.230336
EXLS,"ExlService Holdings, Inc.",45.41,38.148758,0.0,7491.998208
GPRE,"Green Plains, Inc.",5.08,0,0.0,334.00368
ARCB,ArcBest Corporation,73.03,10.075549,65.0,1698.074496
OXY,Occidental Petroleum Corporatio,45.45,20.588495,206.0,43699.859456
RGLD,"Royal Gold, Inc.",153.54,30.595238,117.0,10139.97568
NDSN,Nordson Corporation,201.99,26.35324,150.0,11803.486208
RXO,"RXO, Inc.",18.24,0,0.0,3015.034624
MMI,"Marcus & Millichap, Inc.",34.37,0,145.0,1345.139328
ROST,"Ross Stores, Inc.",123.3,19.65348,130.0,40980.48
CNO,"CNO Financial Group, Inc.",38.79,10.708556,160.0,4040.16384
CALX,"Calix, Inc",31.86,0,0.0,2223.4112
CMCSA,Comcast Corporation,34.7,8.557971,373.0,133961.539584
HSIC,"Henry Schein, Inc.",69.81,23.140985,0.0,8764.412928
HCA,"HCA Healthcare, Inc.",314.79,14.511132,90.0,79317.958656
BKH,Black Hills Corporation,59.3,15.6470585,442.0,4410.251776
BWZ,SPDR Bloomberg Short Term Inter,26.5,0,244.0,0.0
ENSG,"The Ensign Group, Inc.",125.47,24.492188,19.0,7204.907008
ASTH,Astrana Health Inc.,29.195,32.600002,0.0,1650.448384
IT,"Gartner, Inc.",452.06,28.570269,0.0,35137.41312
CNC,Centene Corporation,57.96,9.221869,0.0,28864.79872
WDC,Western Digital Corporation,42.03,12.869942,0.0,15488.602112
MS,Morgan Stanley,111.68,14.508176,321.0,186027.278336
UHS,"Universal Health Services, Inc.",163.99,9.96849,48.0,10898.885632
NGVT,Ingevity Corporation,43.38,0,0.0,1597.635328
TRN,"Trinity Industries, Inc.",28.9,16.127073,411.00000000000006,2387.432704
PKG,Packaging Corporation of Americ,190.78,22.038073,254.0,17672.876032
BERY,"Berry Global Group, Inc.",68.91,15.511063,177.0,8118.73792
BAC,Bank of America Corporation,39.67,12.7383175,254.0,310878.502912
KWR,Quaker Houghton,130.38,19.734255,151.0,2270.283264
POR,Portland General Electric Co,44.31,14.910299,446.0,4914.494976
COR,"Cencora, Inc.",256.01,36.605675,85.0,49991.512064
FFIN,"First Financial Bankshares, Inc",34.95,22.935898,200.99999999999997,5115.716608
NKE,"Nike, Inc.",72.64,22.117285,223.0,105994.461184
EFA,iShares MSCI EAFE ETF,82.2,17.21371,300.0,78553.464832
CPRT,"Copart, Inc.",52.3,35.33557,0.0,50864.795648
AMSF,"AMERISAFE, Inc.",50.77,17.716263,305.0,975.37536
VTLE,"Vital Energy, Inc.",19.97,0,0.0,808.938176
SPSC,"SPS Commerce, Inc.",123.05,63.446075,0.0,4889.062912
CWEN,"Clearway Energy, Inc.",29.18,38.853333,592.0,5768.350208
HASI,HA Sustainable Infrastructure C,28.5,17.944445,578.0,3497.789696
AIR,AAR Corp.,66.2,240.14285,0.0,2414.897664
FYBR,"Frontier Communications Parent,",35.84,0,0.0,8949.28384
ECG,"Everus Construction Group, Inc.",37.79,13.540925,0.0,1940.519552
HPQ,HP Inc.,27.91,10.219424,407.0,26782.191616
NLY,Annaly Capital Management Inc.,21.1,13.339506,1296.0,12498.317312
LGIH,"LGI Homes, Inc.",70.62,8.657831,0.0,1681.315584
FBP,First BanCorp. New,17.64,10.088398,394.0,2992.211712
FE,FirstEnergy Corp.,39.14,23.429413,426.99999999999994,22969.843712
SAH,"Sonic Automotive, Inc.",59.32,9.519418,238.0,1992.248576
OIH,VanEck Oil Services ETF,246.39,11.704194,204.0,0.0
TROW,"T. Rowe Price Group, Inc.",90.77,10.168306,546.0,20713.867264
LBRT,Liberty Energy Inc.,14.13,7.775401,220.00000000000003,2360.365312
AMTM,"Amentum Holdings, Inc.",17.87,0,0.0,4355.141632
CIEN,Ciena Corporation,62.31,116.07272,0.0,9074.60096
PDCO,"Patterson Companies, Inc.",31.14,20.352942,334.0,2755.074048
MAS,Masco Corporation,69.21,18.699467,176.0,14904.5248
MTG,MGIC Investment Corporation,22.56,7.9930797,225.0,5606.532096
VTRS,Viatris Inc.,8.98,0,528.0,10862.579712
FIS,Fidelity National Information S,69.75,49.922535,225.99999999999997,37549.867008
LOW,"Lowe's Companies, Inc.",222.66,18.351595,204.99999999999997,125686.398976
STBA,"S&T Bancorp, Inc.",37.46,11.255132,355.0,1468.457216
GT,The Goodyear Tire & Rubber Comp,9.06,38.125,0.0,2608.792832
HES,Hess Corporation,143.92,16.495546,135.0,45667.295232
FCF,First,15.46,11.395683,328.0,1612.76544
INVA,"Innoviva, Inc.",17.39,48.305553,0.0,1089.926912
HAYW,"Hayward Holdings, Inc.",13.64,26.222221,0.0,3057.2288
ASML,ASML Holding N.V. - New York Re,694.59,34.13002,108.0,280744.787968
UNFI,"United Natural Foods, Inc.",26.59,0,0.0,1617.809152
BEN,"Franklin Resources, Inc.",18.92,30.500002,656.0,10255.7696
KVUE,Kenvue Inc.,23.18,42.240738,359.0,43595.382784
SHW,Sherwin-Williams Company (The),342.1,32.36553,92.0,85961.089024
TDG,Transdigm Group Incorporated,1330.22,47.395283,0.0,75517.91104
DEA,"Easterly Government Properties,",10.26,58.722218,1002.9999999999999,1150.787584
ALL,Allstate Corporation (The),202.0,12.212479,193.0,54990.245888
WWD,"Woodward, Inc.",176.86,30.239532,62.0,10716.242944
UFCS,"United Fire Group, Inc",28.16,12.188284,219.0,739.363072
ALK,"Alaska Air Group, Inc.",52.6,17.512987,0.0,6638.827008
BLK,"BlackRock, Inc.",900.46,22.12244,224.00000000000003,144183.45984
REG,Regency Centers Corporation,70.39,33.682465,397.0,12967.574528
EGP,"EastGroup Properties, Inc.",176.58,38.609444,311.0,9360.157696
COHU,"Cohu, Inc.",16.53,0,0.0,795.47136
AYI,"Acuity Brands, Inc.",257.8,19.346834,26.0,8133.937152
TPR,"Tapestry, Inc.",69.71,20.482557,199.0,14586.276864
TGT,Target Corporation,104.5,11.817156,428.0,47698.804736
WHD,"Cactus, Inc. Class A Common Sto",43.48,16.245487,115.99999999999999,3066.817792
CNMD,CONMED Corporation,58.29,13.842354,136.0,1818.3648
IRWD,"Ironwood Pharmaceuticals, Inc.",1.51,149.0,0.0,238.441728
EVRG,"Evergy, Inc.",66.61,17.796833,396.0,15514.105856
HII,"Huntington Ingalls Industries, ",195.51,14.041517,275.0,7675.780096
AROC,"Archrock, Inc.",24.06,23.77143,304.0,4380.929024
BLMN,"Bloomin' Brands, Inc.",8.2,0,1018.0,726.158336
WELL,Welltower Inc.,145.89,92.399994,181.0,94810.980352
TTEK,"Tetra Tech, Inc.",28.69,30.652634,80.0,7805.208576
BILL,"BILL Holdings, Inc.",44.03,119.02564,0.0,4732.379648
DUOL,"Duolingo, Inc.",272.49,151.62567,0.0,12828.143616
SHV,iShares Short Treasury Bond ETF,110.24,0,495.0,0.0
TFX,Teleflex Incorporated,136.28,92.42282,99.0,6385.131008
AMBC,"Ambac Financial Group, Inc.",8.39,0,0.0,387.972064
GDDY,GoDaddy Inc.,172.43,27.310078,0.0,24899.858432
JOE,St. Joe Company (The),44.11,35.283466,125.0,2613.610496
ADP,"Automatic Data Processing, Inc.",289.01,30.391666,211.0,118708.690944
TMUS,"T-Mobile US, Inc.",259.1,26.526426,138.0,292262.608896
OGS,"ONE Gas, Inc.",72.41,18.946291,362.0,4435.73248
DV,"DoubleVerify Holdings, Inc.",13.95,44.875,0.0,2383.93216
PRLB,"Proto Labs, Inc.",35.73,55.378784,0.0,885.723456
HGV,Hilton Grand Vacations Inc.,33.7,77.6,0.0,3327.205376
RC,Ready Capital Corporation,5.06,0,998.0,885.727936
CRVL,CorVel Corp.,103.48,63.106506,0.0,5477.448192
TKR,Timken Company (The),72.65,14.931865,183.0,5215.7824
CENTA,Central Garden & Pet Company,31.93,17.76923,0.0,2171.352832
PDD,PDD Holdings Inc.,118.76,12.061024,0.0,170179.887104
BRX,Brixmor Property Group Inc.,25.25,22.936935,451.99999999999994,7791.778304
PSTG,"Pure Storage, Inc.",48.54,164.25806,0.0,16611.987456
WABC,Westamerica Bancorporation,50.01,9.898078,342.0,1375.036544
PSMT,"PriceSmart, Inc.",82.4,18.398678,151.0,2561.221888
DHR,Danaher Corporation,204.09,39.83743,61.0,150617.997312
ODFL,"Old Dominion Freight Line, Inc.",162.98,29.653284,69.0,34538.561536
RLI,RLI Corp.,74.4,20.237968,79.0,6945.624576
ADI,"Analog Devices, Inc.",203.8,66.69329,190.0,103534.993408
STWD,"STARWOOD PROPERTY TRUST, INC. S",19.55,18.118181,963.0000000000001,6918.181376
SMTC,Semtech Corporation,32.71,0,0.0,3412.684032
YETI,"YETI Holdings, Inc.",31.92,15.692682,0.0,2650.470144
PLD,"Prologis, Inc.",110.36,27.90274,361.0,103706.370048
DECK,Deckers Outdoor Corporation,117.04,19.266233,0.0,18012.53888
BHLB,"Berkshire Hills Bancorp, Inc.",25.75,18.377623,274.0,1219.520768
CGNX,Cognex Corporation,30.26,50.822582,102.0,5352.477696
ITT,ITT Inc.,129.93,21.415873,104.0,10982.488064
GPK,Graphic Packaging Holding Compa,26.1,12.1435175,168.0,7874.613248
PPG,"PPG Industries, Inc.",111.36,19.837414,240.0,25754.855424
TFC,Truist Financial Corporation,39.48,0,513.0,52931.940352
AWR,American States Water Company,78.01,24.990536,235.0,3022.765824
USO,United States Oil Fund,71.62,21.869894,0.0,8608.54784
ORA,"Ormat Technologies, Inc.",71.49,35.22059,67.0,4346.968064
TTD,"The Trade Desk, Inc.",53.88,69.15385,0.0,26759.038976
EXP,Eagle Materials Inc,207.49,15.269148,47.0,7100.577792
CME,CME Group Inc.,259.84,26.750774,418.0,92935.962624
EHC,Encompass Health Corporation,93.68,21.376394,71.0,9666.050048
CCEP,Coca-Cola Europacific Partners ,82.28,24.895523,250.99999999999997,38370.422784
THRM,Gentherm Inc,30.15,14.752427,0.0,935.677696
TNDM,"Tandem Diabetes Care, Inc.",18.18,0,0.0,1274.29312
AUB,Atlantic Union Bankshares Corpo,31.91,14.450892,420.0,2907.69024
JLL,Jones Lang LaSalle Incorporated,239.83,22.115044,0.0,11843.21024
NXT,Nextracker Inc.,45.16,10.940741,0.0,6536.965632
SLVM,Sylvamo Corporation,63.64,9.111421,275.0,2652.578048
KN,Knowles Corporation,15.81,61.615387,0.0,1404.364544
ESAB,ESAB Corporation,115.91,25.700855,27.0,7280.548352
BLD,TopBuild Corp.,295.18,14.748644,0.0,8751.655936
HSTM,"HealthStream, Inc.",31.06,47.060604,40.0,945.289344
TT,Trane Technologies plc,338.9,30.670193,108.0,78008.410112
EGBN,"Eagle Bancorp, Inc.",20.75,0,311.0,641.839232
MGY,Magnolia Oil & Gas Corporation,22.54,11.994845,258.0,4518.08
ASIX,AdvanSix Inc.,23.56,14.845678,266.0,643.195584
HOLX,"Hologic, Inc.",60.7,19.212025,0.0,13703.643136
OC,Owens Corning Inc,137.83,19.5346,192.0,12315.280384
KR,Kroger Company (The),66.1,17.738419,197.0,42835.800064
UA,"Under Armour, Inc.",6.41,0,0.0,2780.887296
EQR,Equity Residential,68.28,25.345589,392.0,26980.978688
NBR,Nabors Industries Ltd.,39.23,0,0.0,627.425216
SPYD,SPDR Series Trust SPDR Portfoli,43.13,18.317865,413.0,0.0
TTMI,"TTM Technologies, Inc.",21.17,40.425922,0.0,2218.386432
ALG,"Alamo Group, Inc.",182.6,19.305296,65.0,2247.484672
NOG,"Northern Oil and Gas, Inc.",28.33,5.717899,612.0,2912.948736
CNM,"Core & Main, Inc.",46.27,22.280373,0.0,9472.728064
AMN,AMN Healthcare Services Inc,25.56,0,0.0,1021.173824
IR,Ingersoll Rand Inc.,80.0,39.74272,10.0,33000.40704
WKC,World Kinect Corporation,27.43,24.743362,243.00000000000003,1586.713216
WFRD,Weatherford International plc,51.89,7.8681483,188.0,3868.872448
APAM,Artisan Partners Asset Manageme,38.51,10.803279,754.0,2768.033536
K,Kellanova,82.3,21.193298,277.0,28387.11296
ECPG,Encore Capital Group Inc,32.02,0,0.0,811.900864
MET,"MetLife, Inc.",77.7,13.537038,271.0,54777.5488
RGR,"Sturm, Ruger & Company, Inc.",39.93,22.836157,173.0,677.524032
CFG,"Citizens Financial Group, Inc.",39.73,13.4323435,413.0,17791.35488
BFH,"Bread Financial Holdings, Inc.",47.55,8.888087,171.0,2417.309952
LSCC,Lattice Semiconductor Corporati,57.98,138.15909,0.0,8378.74688
AORT,"Artivion, Inc.",23.42,0,0.0,1014.195392
MSA,MSA Safety Incorporated,149.63,20.8875,136.0,5903.06304
IP,International Paper Company,50.38,32.74522,360.0,27048.138752
ELF,"e.l.f. Beauty, Inc.",62.97,40.826347,0.0,3845.256448
IEI,iShares 3-7 Year Treasury Bond ,117.54,0,316.0,0.0
CRC,California Resources Corporatio,42.05,9.437229,356.0,3957.929472
SLAB,"Silicon Laboratories, Inc.",120.98,0,0.0,4034.770176
LQD,iShares iBoxx $ Investment Grad,108.0,32.64288,434.0,31683.323904
LYB,LyondellBasell Industries NV,72.61,17.91063,723.0,23983.521792
IBND,SPDR Bloomberg International Co,29.36,0,254.99999999999997,0.0
IBM,International Business Machines,245.8,38.623642,269.0,230286.016512
KREF,KKR Real Estate Finance Trust I,10.8,58.421055,901.0,762.72096
TRST,TrustCo Bank Corp NY,29.65,11.821012,474.0,577.827584
CXT,"Crane NXT, Co.",52.11,17.109718,125.0,3123.957248
NOV,NOV Inc.,13.915,8.9375,210.0,5445.726208
ODP,The ODP Corporation,15.75,4.8279223,0.0,443.38176
PRVA,"Privia Health Group, Inc.",23.38,215.90909,0.0,2862.18368
DFIN,"Donnelley Financial Solutions, ",43.47,14.147059,0.0,1238.487936
DOCN,"DigitalOcean Holdings, Inc.",35.32,40.629215,0.0,3329.171712
DAL,"Delta Air Lines, Inc.",43.92,8.771107,128.0,30198.72256
AL,Air Lease Corporation,44.52,13.81982,191.0,5125.569536
CNXN,"PC Connection, Inc.",59.79,18.392097,99.0,1582.941568
H,Hyatt Hotels Corporation,120.83,9.66087,49.0,11751.419904
MTZ,"MasTec, Inc.",116.53,58.49029,0.0,9553.8688
DT,"Dynatrace, Inc.",47.32,30.29375,0.0,14509.495296
LNN,Lindsay Corporation,127.75,20.975885,110.00000000000001,1417.85664
AOS,A.O. Smith Corporation,65.45,18.415977,202.99999999999997,9594.912768
BJRI,"BJ's Restaurants, Inc.",31.53,46.228573,0.0,735.16096
USPH,"U.S. Physical Therapy, Inc.",76.5,41.570652,235.0,1162.013056
JBL,Jabil Inc.,130.51,12.847825,24.0,14889.092096
RVTY,"Revvity, Inc.",110.32,48.44589,25.0,13445.651456
WAT,Waters Corporation,364.44,35.214752,0.0,22406.81984
SSB,SouthState Corporation,89.4,13.142037,236.0,9285.033984
UE,Urban Edge Properties,18.15,30.75,412.0,2505.934592
ZTS,Zoetis Inc.,160.06,29.480804,124.0,72210.931712
FIVE,"Five Below, Inc.",72.25,15.113872,0.0,4015.700736
NCLH,Norwegian Cruise Line Holdings ,18.53,10.1534395,0.0,8442.54464
IIPR,Innovative Industrial Propertie,68.2,12.612319,1092.0,1972.460032
PDFS,"PDF Solutions, Inc.",21.3,216.7,0.0,847.596032
PPC,Pilgrim's Pride Corporation,50.27,10.857767,0.0,11765.993472
CLX,Clorox Company (The),146.95,40.20765,332.0,18128.64
COO,"The Cooper Companies, Inc.",77.73,39.236717,0.0,16240.50688
ZD,"Ziff Davis, Inc.",38.68,28.345072,0.0,1724.511232
HST,"Host Hotels & Resorts, Inc.",14.52,15.060606,537.0,10563.810304
QTUM,Defiance Quantum ETF,75.81,23.433065,62.0,0.0
DBX,"Dropbox, Inc.",24.55,18.300001,0.0,7515.396608
LNTH,"Lantheus Holdings, Inc.",99.29,23.188072,0.0,6922.983936
PG,Procter & Gamble Company (The),168.59,26.746815,240.0,393864.445952
GNRC,Generac Holdlings Inc.,127.74,24.194807,0.0,7774.26176
PIPR,Piper Sandler Companies,252.03,24.751219,102.0,4498.202624
INSW,"International Seaways, Inc.",32.28,4.0035796,1535.0,1650.475392
DOCU,"DocuSign, Inc.",74.7,16.881891,0.0,17325.494272
LZB,La-Z-Boy Incorporated,38.33,13.185566,229.0,1584.251264
CSX,CSX Corporation,29.13,16.765364,173.0,56857.546752
LCII,LCI Industries,87.53,16.03393,512.0,2286.340864
VFC,V.F. Corporation,16.3,0,217.0,6474.70336
AMAT,"Applied Materials, Inc.",149.95,20.374346,118.0,126464.57344
TTWO,"Take-Two Interactive Software, ",203.63,0,0.0,36105.78944
RNR,RenaissanceRe Holdings Ltd.,235.83,6.8082385,67.0,11803.025408
FXE,Invesco CurrencyShares Euro Cur,100.15,0,213.0,206.004496
